Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2017,1000 туылғанға,ұлдар және қыздар,Ақтөбе,сельское население,,,,,8.86
2018,1000 туылғанға,ұлдар және қыздар,Ақтөбе,сельское население,,,,,7.69
2010,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,11.6
2011,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,11.49
2012,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,11.48
2013,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,9.29
2014,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,8.73
2015,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,7.97
2016,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,7.26
2017,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,8.02
2018,1000 туылғанға,ұлдар және қыздар,Алматы,сельское население,,,,,7.02
2010,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,19.07
2011,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,17.85
2012,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,14.62
2013,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,10.45
2014,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,9.83
2015,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,8.15
2016,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,8.53
2017,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,6.48
2018,1000 туылғанға,ұлдар және қыздар,Атырау,сельское население,,,,,11.85
2010,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,15.42
2011,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,13.55
2012,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,12.42
2013,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,8.59
2014,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,8.7
2015,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,7.62
2016,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,8.42
2017,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,6.14
2018,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,сельское население,,,,,6.59
2010,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,16.14
2011,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,13.69
2012,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,13.9
2013,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,10.48
2014,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,7.92
2015,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,8.03
2016,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,7.29
2017,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,7.38
2018,1000 туылғанға,ұлдар және қыздар,Жамбыл,сельское население,,,,,7.55
2010,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,13.97
2011,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,13.07
2012,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,12.94
2013,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,11.77
2014,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,11.34
2015,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,9.37
2016,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,7.82
2017,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,6.54
2018,1000 туылғанға,ұлдар және қыздар,Қарағанды,сельское население,,,,,8.39
2010,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,15.07
2011,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,13.17
2012,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,15.9
2013,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,12.96
2014,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,12.48
2015,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,8.89
2016,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,9.24
2017,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,11.78
2018,1000 туылғанға,ұлдар және қыздар,Қостанай,сельское население,,,,,10.76
2010,1000 туылғанға,ұлдар және қыздар,Қызылорда,сельское население,,,,,22.79
2011,1000 туылғанға,ұлдар және қыздар,Қызылорда,сельское население,,,,,20.35
2012,1000 туылғанға,ұлдар және қыздар,Қызылорда,сельское население,,,,,19.89
2013,1000 туылғанға,ұлдар және қыздар,Қызылорда,сельское население,,,,,14.61
2014,1000 туылғанға,ұлдар және қыздар,Қызылорда,сельское население,,,,,11.4
2015,1000 туылғанға,ұлдар және қыздар,Қызылорда,сельское население,,,,,8.61
