Year,Units,Жасы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2011,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Қызылорда,городское население,,,,,0.0
2012,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Қызылорда,городское население,,,,,0.09
2013,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Қызылорда,городское население,,,,,0.0
2014,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Қызылорда,городское население,,,,,0.0
2015,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Қызылорда,городское население,,,,,0.0
2016,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Қызылорда,городское население,,,,,0.0
2017,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Қызылорда,городское население,,,,,0.0
2018,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Қызылорда,городское население,,,,,0.0
2010,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.0
2011,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.0
2012,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.0
2013,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.0
2014,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.0
2015,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.11
2016,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.0
2017,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.0
2018,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Маңғыстау,городское население,,,,,0.0
2010,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.0
2011,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.0
2012,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.02
2013,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.0
2014,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.0
2015,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.06
2016,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.02
2017,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.0
2018,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Оңтүстік Қазақстан,городское население,,,,,0.02
2010,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Павлодар,городское население,,,,,0.0
2011,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Павлодар,городское население,,,,,0.0
2012,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Павлодар,городское население,,,,,0.08
2013,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Павлодар,городское население,,,,,0.08
2014,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Павлодар,городское население,,,,,0.0
2015,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Павлодар,городское население,,,,,0.0
2016,"на 1 000 женщин
 в данной возрастной группе",10 жастан 14 жасқа дейін,Павлодар,городское население,,,,,0.0
