Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2014,пайыз,,,городское население,толық емес жоғары,,,,1.3
2015,пайыз,,,городское население,толық емес жоғары,,,,1.3
2016,пайыз,,,городское население,толық емес жоғары,,,,0.9
2017,пайыз,,,городское население,толық емес жоғары,,,,0.9
2018,пайыз,,,городское население,толық емес жоғары,,,,0.4
2010,пайыз,,,городское население,орта кәсіби,,,,18.3
2011,пайыз,,,городское население,орта кәсіби,,,,19.2
2012,пайыз,,,городское население,орта кәсіби,,,,16.4
2013,пайыз,,,городское население,орта кәсіби,,,,11.3
2014,пайыз,,,городское население,орта кәсіби,,,,10.3
2015,пайыз,,,городское население,орта кәсіби,,,,8.7
2016,пайыз,,,городское население,орта кәсіби,,,,10.1
2017,пайыз,,,городское население,орта кәсіби,,,,7.8
2018,пайыз,,,городское население,орта кәсіби,,,,12.0
2010,пайыз,,,городское население,орташа жалпы,,,,37.5
2011,пайыз,,,городское население,орташа жалпы,,,,39.2
2012,пайыз,,,городское население,орташа жалпы,,,,32.6
2013,пайыз,,,городское население,орташа жалпы,,,,26.6
2014,пайыз,,,городское население,орташа жалпы,,,,21.6
2015,пайыз,,,городское население,орташа жалпы,,,,21.2
2016,пайыз,,,городское население,орташа жалпы,,,,23.8
2017,пайыз,,,городское население,орташа жалпы,,,,25.1
2018,пайыз,,,городское население,орташа жалпы,,,,25.6
2010,пайыз,,,городское население,толық емес орта,,,,1.2
2011,пайыз,,,городское население,толық емес орта,,,,2.5
2012,пайыз,,,городское население,толық емес орта,,,,1.3
2013,пайыз,,,городское население,толық емес орта,,,,1.2
2014,пайыз,,,городское население,толық емес орта,,,,1.3
2015,пайыз,,,городское население,толық емес орта,,,,1.6
2016,пайыз,,,городское население,толық емес орта,,,,0.8
2017,пайыз,,,городское население,толық емес орта,,,,0.9
2018,пайыз,,,городское население,толық емес орта,,,,0.9
2010,пайыз,,,городское население,бастапқы және төменгі,,,,5.3
2011,пайыз,,,городское население,бастапқы және төменгі,,,,2.5
2012,пайыз,,,городское население,бастапқы және төменгі,,,,4.9
2013,пайыз,,,городское население,бастапқы және төменгі,,,,3.8
2014,пайыз,,,городское население,бастапқы және төменгі,,,,2.3
2015,пайыз,,,городское население,бастапқы және төменгі,,,,4.0
2016,пайыз,,,городское население,бастапқы және төменгі,,,,3.9
2017,пайыз,,,городское население,бастапқы және төменгі,,,,3.1
2018,пайыз,,,городское население,бастапқы және төменгі,,,,1.9
2010,пайыз,,,городское население,көрсетілмеген,,,,12.5
2011,пайыз,,,городское население,көрсетілмеген,,,,10.1
2012,пайыз,,,городское население,көрсетілмеген,,,,23.5
2013,пайыз,,,городское население,көрсетілмеген,,,,43.8
2014,пайыз,,,городское население,көрсетілмеген,,,,48.4
2015,пайыз,,,городское население,көрсетілмеген,,,,50.2
2016,пайыз,,,городское население,көрсетілмеген,,,,46.6
2017,пайыз,,,городское население,көрсетілмеген,,,,49.7
2018,пайыз,,,городское население,көрсетілмеген,,,,47.0
2010,пайыз,,,сельское население,жоғары,,,,9.6
2011,пайыз,,,сельское население,жоғары,,,,11.0
2012,пайыз,,,сельское население,жоғары,,,,7.6
2013,пайыз,,,сельское население,жоғары,,,,4.3
2014,пайыз,,,сельское население,жоғары,,,,6.2
2015,пайыз,,,сельское население,жоғары,,,,4.4
2016,пайыз,,,сельское население,жоғары,,,,5.1
2017,пайыз,,,сельское население,жоғары,,,,7.2
2018,пайыз,,,сельское население,жоғары,,,,8.6
2010,пайыз,,,сельское население,толық емес жоғары,,,,1.0
2011,пайыз,,,сельское население,толық емес жоғары,,,,1.4
2012,пайыз,,,сельское население,толық емес жоғары,,,,1.0
2013,пайыз,,,сельское население,толық емес жоғары,,,,1.0
2014,пайыз,,,сельское население,толық емес жоғары,,,,1.7
2015,пайыз,,,сельское население,толық емес жоғары,,,,0.4
2016,пайыз,,,сельское население,толық емес жоғары,,,,0.8
2017,пайыз,,,сельское население,толық емес жоғары,,,,0.9
2018,пайыз,,,сельское население,толық емес жоғары,,,,0.9
2010,пайыз,,,сельское население,орта кәсіби,,,,11.3
2011,пайыз,,,сельское население,орта кәсіби,,,,14.3
2012,пайыз,,,сельское население,орта кәсіби,,,,11.1
2013,пайыз,,,сельское население,орта кәсіби,,,,7.6
2014,пайыз,,,сельское население,орта кәсіби,,,,9.3
2015,пайыз,,,сельское население,орта кәсіби,,,,7.3
2016,пайыз,,,сельское население,орта кәсіби,,,,8.9
2017,пайыз,,,сельское население,орта кәсіби,,,,7.5
2018,пайыз,,,сельское население,орта кәсіби,,,,10.4
2010,пайыз,,,сельское население,орташа жалпы,,,,60.7
2011,пайыз,,,сельское население,орташа жалпы,,,,58.6
2012,пайыз,,,сельское население,орташа жалпы,,,,49.3
2013,пайыз,,,сельское население,орташа жалпы,,,,29.9
2014,пайыз,,,сельское население,орташа жалпы,,,,28.8
2015,пайыз,,,сельское население,орташа жалпы,,,,23.8
2016,пайыз,,,сельское население,орташа жалпы,,,,25.1
2017,пайыз,,,сельское население,орташа жалпы,,,,25.1
2018,пайыз,,,сельское население,орташа жалпы,,,,22.5
2010,пайыз,,,сельское население,толық емес орта,,,,1.8
2011,пайыз,,,сельское население,толық емес орта,,,,1.4
2012,пайыз,,,сельское население,толық емес орта,,,,1.7
2013,пайыз,,,сельское население,толық емес орта,,,,1.8
2014,пайыз,,,сельское население,толық емес орта,,,,1.2
2015,пайыз,,,сельское население,толық емес орта,,,,1.4
2016,пайыз,,,сельское население,толық емес орта,,,,1.1
2017,пайыз,,,сельское население,толық емес орта,,,,1.5
2018,пайыз,,,сельское население,толық емес орта,,,,1.8
2010,пайыз,,,сельское население,бастапқы және төменгі,,,,6.8
2011,пайыз,,,сельское население,бастапқы және төменгі,,,,4.2
2012,пайыз,,,сельское население,бастапқы және төменгі,,,,4.6
2013,пайыз,,,сельское население,бастапқы және төменгі,,,,7.0
2014,пайыз,,,сельское население,бастапқы және төменгі,,,,1.6
2015,пайыз,,,сельское население,бастапқы және төменгі,,,,3.9
2016,пайыз,,,сельское население,бастапқы және төменгі,,,,2.5
2017,пайыз,,,сельское население,бастапқы және төменгі,,,,2.6
2018,пайыз,,,сельское население,бастапқы және төменгі,,,,1.6
2010,пайыз,,,сельское население,көрсетілмеген,,,,8.9
2011,пайыз,,,сельское население,көрсетілмеген,,,,9.1
2012,пайыз,,,сельское население,көрсетілмеген,,,,24.7
2013,пайыз,,,сельское население,көрсетілмеген,,,,48.4
2014,пайыз,,,сельское население,көрсетілмеген,,,,51.2
2015,пайыз,,,сельское население,көрсетілмеген,,,,58.8
2016,пайыз,,,сельское население,көрсетілмеген,,,,56.5
2017,пайыз,,,сельское население,көрсетілмеген,,,,55.1
2018,пайыз,,,сельское население,көрсетілмеген,,,,54.2
2010,пайыз,ұлдар,,,,үйленген,,,53.8
2011,пайыз,ұлдар,,,,үйленген,,,57.8
2012,пайыз,ұлдар,,,,үйленген,,,49.7
2013,пайыз,ұлдар,,,,үйленген,,,40.5
2014,пайыз,ұлдар,,,,үйленген,,,38.6
2015,пайыз,ұлдар,,,,үйленген,,,35.0
2016,пайыз,ұлдар,,,,үйленген,,,38.3
2017,пайыз,ұлдар,,,,үйленген,,,38.1
2018,пайыз,ұлдар,,,,үйленген,,,39.7
2010,пайыз,ұлдар,,,,үйленген жоқ,,,32.7
2011,пайыз,ұлдар,,,,үйленген жоқ,,,29.0
2012,пайыз,ұлдар,,,,үйленген жоқ,,,23.4
2013,пайыз,ұлдар,,,,үйленген жоқ,,,16.1
2014,пайыз,ұлдар,,,,үйленген жоқ,,,14.1
2015,пайыз,ұлдар,,,,үйленген жоқ,,,16.3
2016,пайыз,ұлдар,,,,үйленген жоқ,,,14.3
2017,пайыз,ұлдар,,,,үйленген жоқ,,,13.2
2018,пайыз,ұлдар,,,,үйленген жоқ,,,14.7
2010,пайыз,ұлдар,,,,жесір,,,0.2
2011,пайыз,ұлдар,,,,жесір,,,0.3
2012,пайыз,ұлдар,,,,жесір,,,0.2
2013,пайыз,ұлдар,,,,жесір,,,0.2
2014,пайыз,ұлдар,,,,жесір,,,0.2
2015,пайыз,ұлдар,,,,жесір,,,0.0
2016,пайыз,ұлдар,,,,жесір,,,0.1
2017,пайыз,ұлдар,,,,жесір,,,0.0
2018,пайыз,ұлдар,,,,жесір,,,0.2
2010,пайыз,ұлдар,,,,ажырасқан,,,0.7
2011,пайыз,ұлдар,,,,ажырасқан,,,0.8
2012,пайыз,ұлдар,,,,ажырасқан,,,0.4
2013,пайыз,ұлдар,,,,ажырасқан,,,0.1
2014,пайыз,ұлдар,,,,ажырасқан,,,0.4
2015,пайыз,ұлдар,,,,ажырасқан,,,0.3
2016,пайыз,ұлдар,,,,ажырасқан,,,0.2
2017,пайыз,ұлдар,,,,ажырасқан,,,0.3
2018,пайыз,ұлдар,,,,ажырасқан,,,0.3
2010,пайыз,ұлдар,,,,көрсетілмеген,,,12.6
2011,пайыз,ұлдар,,,,көрсетілмеген,,,12.2
2012,пайыз,ұлдар,,,,көрсетілмеген,,,26.3
2013,пайыз,ұлдар,,,,көрсетілмеген,,,43.1
2014,пайыз,ұлдар,,,,көрсетілмеген,,,46.7
2015,пайыз,ұлдар,,,,көрсетілмеген,,,48.4
2016,пайыз,ұлдар,,,,көрсетілмеген,,,47.1
2017,пайыз,ұлдар,,,,көрсетілмеген,,,48.4
2018,пайыз,ұлдар,,,,көрсетілмеген,,,45.2
2010,пайыз,қыздар,,,,үйленген,,,53.7
2011,пайыз,қыздар,,,,үйленген,,,56.0
2012,пайыз,қыздар,,,,үйленген,,,48.7
2013,пайыз,қыздар,,,,үйленген,,,39.4
2014,пайыз,қыздар,,,,үйленген,,,40.5
2015,пайыз,қыздар,,,,үйленген,,,35.5
2016,пайыз,қыздар,,,,үйленген,,,38.1
2017,пайыз,қыздар,,,,үйленген,,,38.8
2018,пайыз,қыздар,,,,үйленген,,,40.3
2010,пайыз,қыздар,,,,үйленген жоқ,,,31.9
2011,пайыз,қыздар,,,,үйленген жоқ,,,29.6
2012,пайыз,қыздар,,,,үйленген жоқ,,,22.8
2013,пайыз,қыздар,,,,үйленген жоқ,,,16.1
2014,пайыз,қыздар,,,,үйленген жоқ,,,14.6
2015,пайыз,қыздар,,,,үйленген жоқ,,,16.4
2016,пайыз,қыздар,,,,үйленген жоқ,,,14.5
2017,пайыз,қыздар,,,,үйленген жоқ,,,13.9
2018,пайыз,қыздар,,,,үйленген жоқ,,,13.2
2010,пайыз,қыздар,,,,жесір,,,0.3
2011,пайыз,қыздар,,,,жесір,,,0.3
2012,пайыз,қыздар,,,,жесір,,,0.0
2013,пайыз,қыздар,,,,жесір,,,0.1
2014,пайыз,қыздар,,,,жесір,,,0.1
2015,пайыз,қыздар,,,,жесір,,,0.1
2016,пайыз,қыздар,,,,жесір,,,0.1
2017,пайыз,қыздар,,,,жесір,,,0.1
2018,пайыз,қыздар,,,,жесір,,,0.7
2010,пайыз,қыздар,,,,ажырасқан,,,0.9
2011,пайыз,қыздар,,,,ажырасқан,,,1.0
2012,пайыз,қыздар,,,,ажырасқан,,,0.4
2013,пайыз,қыздар,,,,ажырасқан,,,0.3
2014,пайыз,қыздар,,,,ажырасқан,,,0.4
2015,пайыз,қыздар,,,,ажырасқан,,,0.2
2016,пайыз,қыздар,,,,ажырасқан,,,0.4
2017,пайыз,қыздар,,,,ажырасқан,,,0.4
2018,пайыз,қыздар,,,,ажырасқан,,,0.3
2010,пайыз,қыздар,,,,көрсетілмеген,,,13.3
2011,пайыз,қыздар,,,,көрсетілмеген,,,13.1
2012,пайыз,қыздар,,,,көрсетілмеген,,,28.0
2013,пайыз,қыздар,,,,көрсетілмеген,,,44.1
2014,пайыз,қыздар,,,,көрсетілмеген,,,44.4
2015,пайыз,қыздар,,,,көрсетілмеген,,,47.8
2016,пайыз,қыздар,,,,көрсетілмеген,,,46.9
2017,пайыз,қыздар,,,,көрсетілмеген,,,46.7
2018,пайыз,қыздар,,,,көрсетілмеген,,,45.5
2010,пайыз,,,городское население,,үйленген,,,52.3
2011,пайыз,,,городское население,,үйленген,,,57.4
2012,пайыз,,,городское население,,үйленген,,,49.4
2013,пайыз,,,городское население,,үйленген,,,41.0
2014,пайыз,,,городское население,,үйленген,,,38.7
2015,пайыз,,,городское население,,үйленген,,,37.7
2016,пайыз,,,городское население,,үйленген,,,41.0
2017,пайыз,,,городское население,,үйленген,,,39.8
2018,пайыз,,,городское население,,үйленген,,,41.7
2010,пайыз,,,городское население,,үйленген жоқ,,,31.9
2011,пайыз,,,городское население,,үйленген жоқ,,,28.2
2012,пайыз,,,городское население,,үйленген жоқ,,,23.5
2013,пайыз,,,городское население,,үйленген жоқ,,,16.8
2014,пайыз,,,городское население,,үйленген жоқ,,,16.2
2015,пайыз,,,городское население,,үйленген жоқ,,,18.0
2016,пайыз,,,городское население,,үйленген жоқ,,,15.5
2017,пайыз,,,городское население,,үйленген жоқ,,,13.8
2018,пайыз,,,городское население,,үйленген жоқ,,,15.7
2010,пайыз,,,городское население,,жесір,,,0.2
2011,пайыз,,,городское население,,жесір,,,0.2
2012,пайыз,,,городское население,,жесір,,,0.1
2013,пайыз,,,городское население,,жесір,,,0.0
2014,пайыз,,,городское население,,жесір,,,0.1
2015,пайыз,,,городское население,,жесір,,,0.1
2016,пайыз,,,городское население,,жесір,,,0.0
2017,пайыз,,,городское население,,жесір,,,0.1
2018,пайыз,,,городское население,,жесір,,,0.3
2010,пайыз,,,городское население,,ажырасқан,,,1.0
2011,пайыз,,,городское население,,ажырасқан,,,0.8
2012,пайыз,,,городское население,,ажырасқан,,,0.5
2013,пайыз,,,городское население,,ажырасқан,,,0.3
2014,пайыз,,,городское население,,ажырасқан,,,0.5
2015,пайыз,,,городское население,,ажырасқан,,,0.2
2016,пайыз,,,городское население,,ажырасқан,,,0.1
2017,пайыз,,,городское население,,ажырасқан,,,0.5
2018,пайыз,,,городское население,,ажырасқан,,,0.4
2010,пайыз,,,городское население,,көрсетілмеген,,,14.6
2011,пайыз,,,городское население,,көрсетілмеген,,,13.4
2012,пайыз,,,городское население,,көрсетілмеген,,,26.4
2013,пайыз,,,городское население,,көрсетілмеген,,,42.0
2014,пайыз,,,городское население,,көрсетілмеген,,,44.4
2015,пайыз,,,городское население,,көрсетілмеген,,,44.1
2016,пайыз,,,городское население,,көрсетілмеген,,,43.3
2017,пайыз,,,городское население,,көрсетілмеген,,,45.8
2018,пайыз,,,городское население,,көрсетілмеген,,,42.0
2010,пайыз,,,сельское население,,үйленген,,,55.3
2011,пайыз,,,сельское население,,үйленген,,,56.7
2012,пайыз,,,сельское население,,үйленген,,,49.2
2013,пайыз,,,сельское население,,үйленген,,,38.9
2014,пайыз,,,сельское население,,үйленген,,,40.4
2015,пайыз,,,сельское население,,үйленген,,,31.8
2016,пайыз,,,сельское население,,үйленген,,,34.7
2017,пайыз,,,сельское население,,үйленген,,,36.6
2018,пайыз,,,сельское население,,үйленген,,,36.9
2010,пайыз,,,сельское население,,үйленген жоқ,,,32.8
2011,пайыз,,,сельское население,,үйленген жоқ,,,30.5
2012,пайыз,,,сельское население,,үйленген жоқ,,,22.7
2013,пайыз,,,сельское население,,үйленген жоқ,,,15.3
2014,пайыз,,,сельское население,,үйленген жоқ,,,11.8
2015,пайыз,,,сельское население,,үйленген жоқ,,,14.0
2016,пайыз,,,сельское население,,үйленген жоқ,,,12.8
2017,пайыз,,,сельское население,,үйленген жоқ,,,13.1
2018,пайыз,,,сельское население,,үйленген жоқ,,,11.3
2010,пайыз,,,сельское население,,жесір,,,0.4
2011,пайыз,,,сельское население,,жесір,,,0.3
2012,пайыз,,,сельское население,,жесір,,,0.1
2013,пайыз,,,сельское население,,жесір,,,0.2
2014,пайыз,,,сельское население,,жесір,,,0.2
2015,пайыз,,,сельское население,,жесір,,,0.1
2016,пайыз,,,сельское население,,жесір,,,0.1
2017,пайыз,,,сельское население,,жесір,,,0.1
2018,пайыз,,,сельское население,,жесір,,,0.6
2010,пайыз,,,сельское население,,ажырасқан,,,0.5
2011,пайыз,,,сельское население,,ажырасқан,,,0.9
2012,пайыз,,,сельское население,,ажырасқан,,,0.3
2013,пайыз,,,сельское население,,ажырасқан,,,0.1
2014,пайыз,,,сельское население,,ажырасқан,,,0.2
2015,пайыз,,,сельское население,,ажырасқан,,,0.3
2016,пайыз,,,сельское население,,ажырасқан,,,0.5
2017,пайыз,,,сельское население,,ажырасқан,,,0.2
2018,пайыз,,,сельское население,,ажырасқан,,,0.0
2010,пайыз,,,сельское население,,көрсетілмеген,,,11.0
2011,пайыз,,,сельское население,,көрсетілмеген,,,11.6
2012,пайыз,,,сельское население,,көрсетілмеген,,,27.8
2013,пайыз,,,сельское население,,көрсетілмеген,,,45.5
2014,пайыз,,,сельское население,,көрсетілмеген,,,47.4
2015,пайыз,,,сельское население,,көрсетілмеген,,,53.8
2016,пайыз,,,сельское население,,көрсетілмеген,,,51.8
2017,пайыз,,,сельское население,,көрсетілмеген,,,50.0
2018,пайыз,,,сельское население,,көрсетілмеген,,,51.2
2010,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.7
2011,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,100.0
2012,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.8
2013,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.8
2014,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.8
2015,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.7
2016,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.7
2017,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.9
2018,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.8
2010,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2011,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.0
2012,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2013,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2014,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2015,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2016,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2017,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.1
2018,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2010,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.9
2011,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,100.0
2012,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.7
2013,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.5
2014,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.6
2015,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.8
2016,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.6
2017,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.8
2018,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан,,99.9
2010,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.1
2011,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.0
2012,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2013,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.5
2014,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.4
2015,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2016,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.4
2017,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.4
2018,пайыз,қыздар,,,,анасының азаматтығы бойынша,Қазақстан емес,,0.1
2010,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.8
2011,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,100.0
2012,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.7
2013,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.7
2014,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.8
2015,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.7
2016,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.7
2017,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.9
2018,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан,,99.9
2010,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2011,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.0
2012,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2013,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2014,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2015,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2016,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2017,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.1
2018,пайыз,,,городское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.1
2010,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.8
2011,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,100.0
2012,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.8
2013,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.7
2014,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.6
2015,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.8
2016,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.7
2017,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.8
2018,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан,,99.7
2010,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2011,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.0
2012,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2013,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2014,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.4
2015,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2016,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
2017,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.2
2018,пайыз,,,сельское население,,анасының азаматтығы бойынша,Қазақстан емес,,0.3
